Plant,Plant Description,Storage Location,Storage Location Description,Material Number,MS Code,Material Description,Sales Document,Sales Document Item,Linkage Number,Stock Quantity,Unit,Serial Number,Stock Amount
2Q00,YIL,2002,Line-side Transm,F9913JZ,,METER COVER,,0,,15,ST,,"1,375.77"
2Q00,YIL,2002,Line-side Transm,F9913JX,,METER COVER,,0,,28,ST,,943.26
2Q00,YIL,2002,Line-side Transm,F9913JS,,METER COVER,,0,,23,ST,,982.34
2Q00,YIL,2002,Line-side Transm,F9913JA,,COVER ASSY,,0,,269,ST,,688.00
2Q00,YIL,2002,Line-side Transm,F9913GS,,METER COVER ASSY,,0,,3,ST,,968.49
2Q00,YIL,2002,Line-side Transm,F9913GA,,METER COVER ASSY,,0,,10,ST,,785.22
2Q00,YIL,2002,Line-side Transm,F9913CS,,METER COVER,,0,,30,ST,,432.53
2Q00,YIL,2002,Line-side Transm,F9913CA,,TERMINAL COVER,,0,,29,ST,,411.35
2Q00,YIL,2002,Line-side Transm,F9910LS,,TERMINAL ASSY,,0,,557,ST,,72.46
2Q00,YIL,2002,Line-side Transm,F9910LE,,O-RING,,0,,582,ST,,7.33
2Q00,YIL,2002,Line-side Transm,F9903CZ,,PLUG,,0,,31,ST,,210.97
2Q00,YIL,2002,Line-side Transm,F9903CM,,VENT SCREW,,0,,21,ST,,166.98
2Q00,YIL,2002,Line-side Transm,F9903BD,,VENT PLUG,,0,,21,ST,,284.27
2Q00,YIL,2002,Line-side Transm,F9900UB,,FLANGE,,0,,6,ST,,"1,582.67"
2Q00,YIL,2002,Line-side Transm,F9900TY,,FLANGE,,0,,9,ST,,"1,180.28"
2Q00,YIL,2002,Line-side Transm,F9900TM,,COVER FLANGE (FOR 3RD PARTY'S DFS),,0,,104,ST,,"1,671.46"
2Q00,YIL,2002,Line-side Transm,F9900TL,,FLANGE,,0,,3,ST,,"1,455.60"
2Q00,YIL,2002,Line-side Transm,F9900TH,,FLANGE,,0,,9,ST,,"1,169.20"
2Q00,YIL,2002,Line-side Transm,F9900TF,,FLANGE,,0,,3,ST,,"1,396.14"
2Q00,YIL,2002,Line-side Transm,F9900TE,,FLANGE,,0,,42,ST,,"1,414.88"
2Q00,YIL,2002,Line-side Transm,F9900TD,,FLANGE,,0,,10,ST,,"1,396.14"
2Q00,YIL,2002,Line-side Transm,F9900TB,,FLANGE,,0,,144,ST,,"1,181.42"
2Q00,YIL,2002,Line-side Transm,F9900TA,,FLANGE,,0,,2,ST,,"1,149.33"
2Q00,YIL,2002,Line-side Transm,F9900SS,,BRACKET,,0,,8,ST,,"1,549.28"
2Q00,YIL,2002,Line-side Transm,F9900SN,,U-BOLT ASSY,,0,,291,ST,,110.74
2Q00,YIL,2002,Line-side Transm,F9900SK,,U-BOLT ASSY,,0,,160,ST,,63.51
2Q00,YIL,2002,Line-side Transm,F9900SH,,BOLT,,0,,295,ST,,26.88
2Q00,YIL,2002,Line-side Transm,F9900SG,,SCREW FOR BRACKET,,0,,54,ST,,51.29
2Q00,YIL,2002,Line-side Transm,F9900SF,,BRACKET,,0,,125,ST,,444.55
2Q00,YIL,2002,Line-side Transm,F9900SD,,BRACKET,,0,,10,ST,,577.52
2Q00,YIL,2002,Line-side Transm,F9900SB,,BRACKET,,0,,11,ST,,765.67
2Q00,YIL,2002,Line-side Transm,F9900RS,,PLATE,,0,,564,ST,,18.72
2Q00,YIL,2002,Line-side Transm,F9900RR,,TAPPING SCREW,,0,,344,ST,,1.63
2Q00,YIL,2002,Line-side Transm,F9900RP,,BOLT,,0,,506,ST,,3.26
2Q00,YIL,2002,Line-side Transm,F9900RM,,NAME PLATE,,0,,114,ST,,18.72
2Q00,YIL,2002,Line-side Transm,F9900RL,,SHAFT,,0,,54,ST,,71.68
2Q00,YIL,2002,Line-side Transm,F9900RJ,,BOLT,,0,,876,ST,,5.70
2Q00,YIL,2002,Line-side Transm,F9900RH,,SCREW,,0,,94,ST,,8.15
2Q00,YIL,2002,Line-side Transm,F9900RG,,TAPPING SCREW,,0,,"7,452",ST,,0.81
2Q00,YIL,2002,Line-side Transm,F9921AE,,PROFIBUS AMP,,0,,7,ST,,"6,946.48"
2Q00,YIL,2002,Line-side Transm,F9921AH,,AMP ASSY,,0,,38,ST,,"6,509.57"
2Q00,YIL,2002,Line-side Transm,F9921TF,,TERMINAL ASSY,,0,,22,ST,,"1,041.81"
2Q00,YIL,2002,Line-side Transm,F9921TG,,TERMINAL ASSY,,0,,46,ST,,718.12
2Q00,YIL,2002,Line-side Transm,F9921VF,,LPT ASSY,,0,,8,ST,,"1,250.33"
2Q00,YIL,2002,Line-side Transm,F9921VG,,LPT ASSY,,0,,27,ST,,863.42
2Q00,YIL,2002,Line-side Transm,F9940WF,,PIPE ASSY,,0,,496,ST,,39.89
2Q00,YIL,2002,Line-side Transm,F9940WG,,HOOK,,0,,26,ST,,15.47
2Q00,YIL,2002,Line-side Transm,F9940WJ,,SCREW,,0,,151,ST,,15.47
2Q00,YIL,2002,Line-side Transm,G9303NC,,O-RING,,0,,720,ST,,0.81
2Q00,YIL,2002,Line-side Transm,G9330CB,,PLUG (CAP),,0,,76,ST,,6.51
2Q00,YIL,2002,Line-side Transm,G9330DB,,PLUG RED,,0,,714,ST,,1.63
2Q00,YIL,2002,Line-side Transm,X9947QF,,796A981 CAP,,0,,9,ST,,9.77
2Q00,YIL,2002,Line-side Transm,Y9308JY,,SCREW,,0,,"1,812",ST,,0.81
2Q00,YIL,2002,Line-side Transm,Y9400ET,,RET RING,,0,,21,ST,,0.84
2Q00,YIL,2002,Line-side Transm,Y9501WL,,WASHER,,0,,941,ST,,0.81
2Q00,YIL,2002,Line-side Transm,Y9812PS,,PIN,,0,,"4,081",ST,,0.81
2Q00,YIL,2002,Line-side Transm,F9920VP,,LPT ASSY,,0,,26,ST,,738.79
2Q00,YIL,2002,Line-side Transm,F9920TT,,TERMINAL ASSY,,0,,318,ST,,658.96
2Q00,YIL,2002,Line-side Transm,F9920TP,,TERMINAL ASSY,,0,,172,ST,,641.60
2Q00,YIL,2002,Line-side Transm,F9920LV,,LCD ASSY,,0,,300,ST,,"1,301.92"
2Q00,YIL,2002,Line-side Transm,F9920LU,,LCD ASSY,,0,,62,ST,,"1,301.92"
2Q00,YIL,2002,Line-side Transm,F9920BQ,,AMP ASSY,,0,,300,ST,,"2,169.87"
2Q00,YIL,2002,Line-side Transm,F9920BN,,AMP ASSY,,0,,209,ST,,"2,170.78"
2Q00,YIL,2002,Line-side Transm,F9913VS,,METER COVER,,0,,100,ST,,432.53
2Q00,YIL,2002,Line-side Transm,F9913VJ,,COVER,,0,,1,ST,,491.18
2Q00,YIL,2002,Line-side Transm,F9913VF,,COVER,,0,,28,ST,,540.05
2Q00,YIL,2002,Line-side Transm,F9913VA,,TERMINAL COVER,,0,,84,ST,,491.18
2Q00,YIL,2002,Line-side Transm,F9913TJ,,COVER,,0,,31,ST,,333.97
2Q00,YIL,2002,Line-side Transm,F9913TA,,COVER,,0,,223,ST,,303.70
2Q00,YIL,2002,Line-side Transm,F9913SE,,METER COVER,,0,,3,ST,,884.60
2Q00,YIL,2002,Line-side Transm,F9913SA,,TERMINAL COVER,,0,,33,ST,,869.13
2Q00,YIL,2002,Line-side Transm,F9913MZ,,PLUG,,0,,52,ST,,232.96
2Q00,YIL,2002,Line-side Transm,F9913MY,,PLUG,,0,,132,ST,,98.56
2Q00,YIL,2002,Line-side Transm,F9913MD,,CLAMP ASSY,,0,,78,ST,,30.13
2Q00,YIL,2002,Line-side Transm,F9913MC,,SCREW,,0,,67,ST,,4.89
2Q00,YIL,2002,Line-side Transm,F9913MB,,BOLT,,0,,65,ST,,13.03
2Q00,YIL,2002,Line-side Transm,F9913MA,,SCREW,,0,,55,ST,,3.26
2Q00,YIL,2002,Line-side Transm,F9913KA,,METER COVER ASSY,,0,,27,ST,,"1,110.23"
2Q00,YIL,2002,Line-side Transm,F9341JS,,COVER,,0,,767,ST,,2.44
2Q00,YIL,2002,Line-side Transm,F9341JP,,O-RING,,0,,367,ST,,8.14
2Q00,YIL,2002,Line-side Transm,F9340XZ,,CONNECTOR,,0,,13,ST,,716.81
2Q00,YIL,2002,Line-side Transm,F9340XX,,CONNECTOR,,0,,327,ST,,490.97
2Q00,YIL,2002,Line-side Transm,F9340XW,,CONNECTOR,,0,,6,ST,,638.60
2Q00,YIL,2002,Line-side Transm,F9340XU,,CONNECTOR(KIDNEY),,0,,2,ST,,638.60
2Q00,YIL,2002,Line-side Transm,F9340WX,,CONNECTOR,,0,,34,ST,,"3,185.71"
2Q00,YIL,2002,Line-side Transm,F9340TX,,CONNECTOR,,0,,1,ST,,"3,338.02"
2Q00,YIL,2002,Line-side Transm,F9340SD,,VENT PLUG,,0,,27,ST,,141.73
2Q00,YIL,2002,Line-side Transm,F9340SB,,VENT PLUG,,0,,442,ST,,149.81
2Q00,YIL,2002,Line-side Transm,F9340NJ,,LABEL,,0,,48,ST,,6.52
2Q00,YIL,2002,Line-side Transm,F9340ND,,LABEL,,0,,116,ST,,7.33
2Q00,YIL,2002,Line-side Transm,F9340GN,,O-RING,,0,,5,ST,,43.17
2Q00,YIL,2002,Line-side Transm,F9340EM,,BRACKET,,0,,10,ST,,494.43
2Q00,YIL,2002,Line-side Transm,F9340AZ,,BOLT (SUH660),,0,,22,ST,,518.88
2Q00,YIL,2002,Line-side Transm,F9311BG,,VENT PLUG,,0,,2,ST,,"1,770.01"
2Q00,YIL,2002,Line-side Transm,F9300TE,,BRACKET,,0,,212,ST,,403.04
2Q00,YIL,2002,Line-side Transm,F9300AF,,PLATE,,0,,913,ST,,0.81
2Q00,YIL,2002,Line-side Transm,F9299ZZ,,SILICONE RUBBER 100G,,0,,19,ST,,"1,459.67"
2Q00,YIL,2002,Line-side Transm,F9275ZZ,,LABEL,,0,,62,ST,,8.15
2Q00,YIL,2002,Line-side Transm,F9275EG,,NEEDLE,,0,,4,ST,,150.69
2Q00,YIL,2002,Line-side Transm,F9275EF,,NUT,,0,,28,ST,,297.31
2Q00,YIL,2002,Line-side Transm,F9275ED,,VENT PLUG,,0,,7,ST,,323.38
2Q00,YIL,2002,Line-side Transm,F9273CZ,,BOLT,,0,,935,ST,,19.54
2Q00,YIL,2002,Line-side Transm,F9270HE,,VENT SCREW,,0,,37,ST,,70.86
2Q00,YIL,2002,Line-side Transm,F9270BK,,COLLAR,,0,,"1,333",ST,,4.89
2Q00,YIL,2002,Line-side Transm,F9270BJ,,SHAFT,,0,,440,ST,,26.87
2Q00,YIL,2002,Line-side Transm,F9203ZA,,PLUG,,0,,186,ST,,1.63
2Q00,YIL,2002,Line-side Transm,F9202SJ,,SILICON GREASE(1KG),,0,,1.500,L,,"5,948.66"
2Q00,YIL,2002,Line-side Transm,F9200CS,,PLUG,,0,,6,ST,,430.90
2Q00,YIL,2002,Line-side Transm,F9145YN,,DAIFLOIL,,0,,8,ST,,921.26
2Q00,YIL,2002,Line-side Transm,D0117XL-A,,U-BOLT ASSY,,0,,225,ST,,61.88
2Q00,YIL,2002,Line-side Transm,D0114RZ,,PLUG,,0,,351,ST,,90.38
2Q00,YIL,2002,Line-side Transm,D0114RB,,GASKET,,0,,465,ST,,12.21
2Q00,YIL,2002,Line-side Transm,D0114PB,,VENT SCREW,,0,,996,ST,,54.55
2Q00,YIL,2002,Line-side Transm,C2051FD-21,,LUBRICANT,,0,,2,KG,,"4,311.42"
2Q00,YIL,2002,Line-side Transm,C2047DE-11,,TAPES,,0,,5,M,,"2,297.03"
2Q00,YIL,2002,Line-side Transm,C2001EC-11,,SOLDER,,0,,5,KG,,"10,074.36"
2Q00,YIL,2002,Line-side Transm,A1462CC,,FEEDTHRU CAPACITOR(FTA5C2HD102PJZZ),,0,,"1,520",ST,,47.22
2Q00,YIL,2002,Line-side Transm,F9900RF,,TAG PLATE,,0,,170,ST,,14.65
2Q00,YIL,2002,Line-side Transm,F9900RE,,TAG PLATE,,0,,460,ST,,14.65
2Q00,YIL,2002,Line-side Transm,F9900MK,,LABEL,,0,,25,ST,,17.92
2Q00,YIL,2002,Line-side Transm,F9900GZ,,CREW,,0,,"1,444",ST,,1.63
2Q00,YIL,2002,Line-side Transm,F9900GX,,PLUG,,0,,40,ST,,361.66
2Q00,YIL,2002,Line-side Transm,F9900GW,,O-RING,,0,,30,ST,,19.54
2Q00,YIL,2002,Line-side Transm,F9900GV,,O-RING,,0,,88,ST,,9.77
2Q00,YIL,2002,Line-side Transm,F9900GT,,O-RING,,0,,46,ST,,61.90
2Q00,YIL,2002,Line-side Transm,F9900GS,,O-RING,,0,,38,ST,,100.19
2Q00,YIL,2002,Line-side Transm,F9900GR,,O-RING,,0,,39,ST,,87.97
2Q00,YIL,2002,Line-side Transm,F9900GP,,PLUG,,0,,124,ST,,272.05
2Q00,YIL,2002,Line-side Transm,F9900GK,,PLUG,,0,,104,ST,,358.40
2Q00,YIL,2002,Line-side Transm,F9900GH,,O-RING,,0,,485,ST,,4.07
2Q00,YIL,2002,Line-side Transm,F9900GG,,RING,,0,,93,ST,,8.14
2Q00,YIL,2002,Line-side Transm,F9900GE,,PLATE,,0,,839,ST,,10.58
2Q00,YIL,2002,Line-side Transm,F9900GD,,PLATE,,0,,98,ST,,15.47
2Q00,YIL,2002,Line-side Transm,F9900GC,,SCREW (FOR CASE),,0,,691,ST,,1.63
2Q00,YIL,2002,Line-side Transm,F9900GB,,O-RING,,0,,33,ST,,5.70
2Q00,YIL,2002,Line-side Transm,F9900EF,,GASKET,,0,,2,ST,,699.70
2Q00,YIL,2002,Line-side Transm,F9900EA,,GASKET,,0,,437,ST,,28.49
2Q00,YIL,2002,Line-side Transm,F9341JW,,WASHER,,0,,465,ST,,1.63
2Q00,YIL,2002,Line-side Transm,F9341JX,,SILICONE RUBBER?SE1811A/B LTV?,,0,,39,ST,,"6,953.81"
2Q00,YIL,2002,Line-side Transm,F9341JZ,,CLAMP ASSY,,0,,553,ST,,21.17
2Q00,YIL,2002,Line-side Transm,F9342MK,,NUT,,0,,"3,099",ST,,4.07
2Q00,YIL,2002,Line-side Transm,F9342NJ,,CABLE ASSY,,0,,582,ST,,24.42
2Q00,YIL,2002,Line-side Transm,F9342YB,,FEEDTHROUGH CAP,,0,,386,ST,,90.38
2Q00,YIL,2002,Line-side Transm,F9342YC,,FILTER,,0,,209,ST,,157.20
2Q00,YIL,2002,Line-side Transm,F9350ER,,VENT PLUG,,0,,6,ST,,937.55
2Q00,YIL,2002,Line-side Transm,F9350EW,,FLANGE,,0,,6,ST,,"1,866.95"
2Q00,YIL,2002,Line-side Transm,F9350KZ,,VENT SCREW,,0,,6,ST,,412.98
2Q00,YIL,2002,Line-side Transm,F9350RS,,PLUG,,0,,6,ST,,606.03
2Q00,YIL,2002,Line-side Transm,F9900AA,,BOLT (FOR COVER FLANGE),,0,,511,ST,,56.17
2Q00,YIL,2002,Line-side Transm,F9900AC,,BOLT,,0,,589,ST,,68.39
2Q00,YIL,2002,Line-side Transm,F9900AE,,BOLT,,0,,4,ST,,499.32
2Q00,YIL,2002,Line-side Transm,F9900AS,,BOLT,,0,,191,ST,,123.00
2Q00,YIL,2002,Line-side Transm,F9900AU,,"BOLT (FOR PROCESS CONNECTOR, ASTM-B7M)",,0,,292,ST,,76.53
2Q00,YIL,2002,Line-side Transm,F9900BA,,NUT (FOR COVER FLANGE),,0,,532,ST,,23.61
2Q00,YIL,2002,Line-side Transm,F9900BE,,NUT,,0,,12,ST,,404.01
2Q00,YIL,2002,Line-side Transm,F9900BC,,NUT,,0,,734,ST,,17.09
2Q00,YIL,2002,Line-side Transm,F9920VT,,LPT ASSY,,0,,1,ST,862,766.49
2Q00,YIL,2002,Line-side Transm,F9920VT,,LPT ASSY,,0,,1,ST,874,766.49
2Q00,YIL,2002,Line-side Transm,F9920VT,,LPT ASSY,,0,,1,ST,875,766.49
2Q00,YIL,2002,Line-side Transm,F9920VT,,LPT ASSY,,0,,1,ST,876,766.49
2Q00,YIL,2002,Line-side Transm,F9920VT,,LPT ASSY,,0,,1,ST,877,766.49
2Q00,YIL,2002,Line-side Transm,F9920VT,,LPT ASSY,,0,,1,ST,878,766.49
2Q00,YIL,2002,Line-side Transm,F9920VT,,LPT ASSY,,0,,1,ST,879,766.49
2Q00,YIL,2002,Line-side Transm,F9920VT,,LPT ASSY,,0,,1,ST,880,766.49
2Q00,YIL,2002,Line-side Transm,F9920VT,,LPT ASSY,,0,,1,ST,881,766.49
2Q00,YIL,2002,Line-side Transm,F9920VT,,LPT ASSY,,0,,1,ST,882,766.49
2Q00,YIL,2002,Line-side Transm,F9920VT,,LPT ASSY,,0,,1,ST,883,766.49
2Q00,YIL,2002,Line-side Transm,F9920VT,,LPT ASSY,,0,,1,ST,884,766.49
2Q00,YIL,2002,Line-side Transm,F9920VT,,LPT ASSY,,0,,1,ST,885,766.49
2Q00,YIL,2002,Line-side Transm,F9920VT,,LPT ASSY,,0,,1,ST,887,766.49
2Q00,YIL,2002,Line-side Transm,F9920VT,,LPT ASSY,,0,,1,ST,888,766.49
2Q00,YIL,2002,Line-side Transm,F9920VT,,LPT ASSY,,0,,1,ST,890,766.49
2Q00,YIL,2002,Line-side Transm,F9920VT,,LPT ASSY,,0,,1,ST,891,766.49
2Q00,YIL,2002,Line-side Transm,F9920VT,,LPT ASSY,,0,,1,ST,892,766.49
2Q00,YIL,2002,Line-side Transm,F9920VT,,LPT ASSY,,0,,1,ST,893,766.49
2Q00,YIL,2002,Line-side Transm,F9920VT,,LPT ASSY,,0,,1,ST,894,766.49
2Q00,YIL,2002,Line-side Transm,F9920VT,,LPT ASSY,,0,,1,ST,896,766.49
2Q00,YIL,2002,Line-side Transm,F9920VT,,LPT ASSY,,0,,1,ST,897,766.49
2Q00,YIL,2002,Line-side Transm,F9920VT,,LPT ASSY,,0,,1,ST,898,766.49
2Q00,YIL,2002,Line-side Transm,F9920VT,,LPT ASSY,,0,,1,ST,899,766.49
2Q00,YIL,2002,Line-side Transm,F9920VT,,LPT ASSY,,0,,1,ST,900,766.49
2Q00,YIL,2002,Line-side Transm,F9920VT,,LPT ASSY,,0,,1,ST,901,766.49
2Q00,YIL,2002,Line-side Transm,F9920VT,,LPT ASSY,,0,,1,ST,902,766.49
2Q00,YIL,2002,Line-side Transm,F9920VT,,LPT ASSY,,0,,1,ST,903,766.49
2Q00,YIL,2002,Line-side Transm,F9920VT,,LPT ASSY,,0,,1,ST,904,766.49
2Q00,YIL,2002,Line-side Transm,F9920VT,,LPT ASSY,,0,,1,ST,905,766.49
2Q00,YIL,2002,Line-side Transm,F9920VT,,LPT ASSY,,0,,1,ST,906,766.49
2Q00,YIL,2002,Line-side Transm,F9920VT,,LPT ASSY,,0,,1,ST,907,766.49
2Q00,YIL,2002,Line-side Transm,F9920VT,,LPT ASSY,,0,,1,ST,908,766.49
2Q00,YIL,2002,Line-side Transm,F9920VT,,LPT ASSY,,0,,1,ST,909,766.49
2Q00,YIL,2002,Line-side Transm,F9920VT,,LPT ASSY,,0,,1,ST,910,766.49
2Q00,YIL,2002,Line-side Transm,F9920VT,,LPT ASSY,,0,,1,ST,911,766.49
2Q00,YIL,2002,Line-side Transm,F9920VT,,LPT ASSY,,0,,1,ST,912,766.49
2Q00,YIL,2002,Line-side Transm,F9920VT,,LPT ASSY,,0,,1,ST,913,766.49
2Q00,YIL,2002,Line-side Transm,F9920VT,,LPT ASSY,,0,,1,ST,914,766.49
2Q00,YIL,2002,Line-side Transm,F9920VT,,LPT ASSY,,0,,1,ST,915,766.49
2Q00,YIL,2002,Line-side Transm,F9920VT,,LPT ASSY,,0,,1,ST,916,766.49
2Q00,YIL,2002,Line-side Transm,F9920VT,,LPT ASSY,,0,,1,ST,917,766.49
2Q00,YIL,2002,Line-side Transm,F9920VT,,LPT ASSY,,0,,1,ST,918,766.49
2Q00,YIL,2002,Line-side Transm,F9920VT,,LPT ASSY,,0,,1,ST,919,766.49
2Q00,YIL,2002,Line-side Transm,F9920VT,,LPT ASSY,,0,,1,ST,920,766.49
2Q00,YIL,2002,Line-side Transm,F9920VT,,LPT ASSY,,0,,1,ST,921,766.49
2Q00,YIL,2002,Line-side Transm,F9920VT,,LPT ASSY,,0,,1,ST,922,766.49
2Q00,YIL,2002,Line-side Transm,F9920VT,,LPT ASSY,,0,,1,ST,923,766.49
2Q00,YIL,2002,Line-side Transm,F9920VT,,LPT ASSY,,0,,1,ST,924,766.49
2Q00,YIL,2002,Line-side Transm,F9920VT,,LPT ASSY,,0,,1,ST,925,766.49
2Q00,YIL,2002,Line-side Transm,F9920VT,,LPT ASSY,,0,,1,ST,926,766.49
2Q00,YIL,2002,Line-side Transm,F9920VT,,LPT ASSY,,0,,1,ST,927,766.49
2Q00,YIL,2002,Line-side Transm,F9920VT,,LPT ASSY,,0,,1,ST,928,766.49
2Q00,YIL,2002,Line-side Transm,F9920VT,,LPT ASSY,,0,,1,ST,929,766.49
2Q00,YIL,2002,Line-side Transm,F9920VT,,LPT ASSY,,0,,1,ST,930,766.49
2Q00,YIL,2002,Line-side Transm,F9920VT,,LPT ASSY,,0,,1,ST,931,766.49
2Q00,YIL,2002,Line-side Transm,F9920VT,,LPT ASSY,,0,,1,ST,932,766.49
2Q00,YIL,2002,Line-side Transm,F9920VT,,LPT ASSY,,0,,1,ST,933,766.49
2Q00,YIL,2002,Line-side Transm,F9920VT,,LPT ASSY,,0,,1,ST,934,766.49
2Q00,YIL,2002,Line-side Transm,F9920VT,,LPT ASSY,,0,,1,ST,935,766.49
2Q00,YIL,2002,Line-side Transm,F9920VT,,LPT ASSY,,0,,1,ST,936,766.49
2Q00,YIL,2002,Line-side Transm,F9920VT,,LPT ASSY,,0,,1,ST,937,766.49
2Q00,YIL,2002,Line-side Transm,F9920VT,,LPT ASSY,,0,,1,ST,938,766.49
2Q00,YIL,2002,Line-side Transm,F9920VT,,LPT ASSY,,0,,1,ST,939,766.49
2Q00,YIL,2002,Line-side Transm,F9920VT,,LPT ASSY,,0,,1,ST,940,766.49
2Q00,YIL,2002,Line-side Transm,F9920VT,,LPT ASSY,,0,,1,ST,941,766.49
2Q00,YIL,2002,Line-side Transm,F9920VT,,LPT ASSY,,0,,1,ST,942,766.49
2Q00,YIL,2002,Line-side Transm,F9920VT,,LPT ASSY,,0,,1,ST,943,766.49
2Q00,YIL,2002,Line-side Transm,F9920VT,,LPT ASSY,,0,,1,ST,944,766.49
2Q00,YIL,2002,Line-side Transm,F9920VT,,LPT ASSY,,0,,1,ST,945,766.49
2Q00,YIL,2002,Line-side Transm,F9920VT,,LPT ASSY,,0,,1,ST,946,766.49
2Q00,YIL,2002,Line-side Transm,F9920VT,,LPT ASSY,,0,,1,ST,947,766.49
2Q00,YIL,2002,Line-side Transm,F9920VT,,LPT ASSY,,0,,1,ST,948,766.49
2Q00,YIL,2002,Line-side Transm,F9920VT,,LPT ASSY,,0,,1,ST,949,766.49
2Q00,YIL,2002,Line-side Transm,F9920VT,,LPT ASSY,,0,,1,ST,950,766.49
2Q00,YIL,2008,Line-SideMetrCov,F9913VS,,METER COVER,,0,,53,ST,,432.53
2Q00,YIL,2008,Line-SideMetrCov,F9913TS,,METER COVER,,0,,813,ST,,324.87
2Q00,YIL,2008,Line-SideMetrCov,F9913SE,,METER COVER,,0,,13,ST,,884.60
2Q00,YIL,2008,Line-SideMetrCov,F9900GU,,O-RING,,0,,13,ST,,67.60
2Q00,YIL,2008,Line-SideMetrCov,F9341JQ,,O-RING,,0,,"1,150",ST,,4.89
2Q00,YIL,2008,Line-SideMetrCov,F9341JE,,RING,,0,,347,ST,,34.19
2Q00,YIL,2008,Line-SideMetrCov,F9341JD,,SPRING,,0,,350,ST,,33.38
2Q00,YIL,2008,Line-SideMetrCov,F9341JA,,GLASS,,0,,"1,590",ST,,129.46
2Q00,YIL,9002,Receive MFG KD,F9900SB,,BRACKET,,0,,237,ST,,765.67
2Q00,YIL,9002,Receive MFG KD,F9900SD,,BRACKET,,0,,64,ST,,577.52
2Q00,YIL,9002,Receive MFG KD,F9900SF,,BRACKET,,0,,"2,471",ST,,444.55
2Q00,YIL,9002,Receive MFG KD,F9900SG,,SCREW FOR BRACKET,,0,,73,ST,,51.29
2Q00,YIL,9002,Receive MFG KD,F9900SH,,BOLT,,0,,498,ST,,26.88
2Q00,YIL,9002,Receive MFG KD,F9900SK,,U-BOLT ASSY,,0,,"1,657",ST,,63.51
2Q00,YIL,9002,Receive MFG KD,F9900SN,,U-BOLT ASSY,,0,,"6,000",ST,,110.74
2Q00,YIL,9002,Receive MFG KD,F9900SS,,BRACKET,,0,,354,ST,,"1,549.28"
2Q00,YIL,9002,Receive MFG KD,F9900TA,,FLANGE,,0,,7,ST,,"1,149.33"
2Q00,YIL,9002,Receive MFG KD,F9900TB,,FLANGE,,0,,"5,592",ST,,"1,181.42"
2Q00,YIL,9002,Receive MFG KD,F9900TD,,FLANGE,,0,,218,ST,,"1,396.14"
2Q00,YIL,9002,Receive MFG KD,F9900TE,,FLANGE,,0,,294,ST,,"1,414.88"
2Q00,YIL,9002,Receive MFG KD,F9900TF,,FLANGE,,0,,21,ST,,"1,396.14"
2Q00,YIL,9002,Receive MFG KD,F9900TL,,FLANGE,,0,,22,ST,,"1,455.60"
2Q00,YIL,9002,Receive MFG KD,F9900TM,,COVER FLANGE (FOR 3RD PARTY'S DFS),,0,,"1,289",ST,,"1,671.46"
2Q00,YIL,9002,Receive MFG KD,F9900TY,,FLANGE,,0,,29,ST,,"1,180.28"
2Q00,YIL,9002,Receive MFG KD,F9900UB,,FLANGE,,0,,57,ST,,"1,582.67"
2Q00,YIL,9002,Receive MFG KD,F9900UK,,FLANGE,,0,,20,ST,,"1,641.33"
2Q00,YIL,9002,Receive MFG KD,F9903BD,,VENT PLUG,,0,,"2,050",ST,,284.27
2Q00,YIL,9002,Receive MFG KD,F9903CM,,VENT SCREW,,0,,616,ST,,166.98
2Q00,YIL,9002,Receive MFG KD,F9903CZ,,PLUG,,0,,"2,056",ST,,210.97
2Q00,YIL,9002,Receive MFG KD,F9910LE,,O-RING,,0,,"7,050",ST,,7.33
2Q00,YIL,9002,Receive MFG KD,F9900GP,,PLUG,,0,,120,ST,,272.05
2Q00,YIL,9002,Receive MFG KD,F9900GQ,,PLUG   EXSP-G1/2,,0,,183,ST,,274.50
2Q00,YIL,9002,Receive MFG KD,F9900GR,,O-RING,,0,,658,ST,,87.97
2Q00,YIL,9002,Receive MFG KD,F9900GS,,O-RING,,0,,"5,661",ST,,100.19
2Q00,YIL,9002,Receive MFG KD,F9900GT,,O-RING,,0,,649,ST,,61.90
2Q00,YIL,9002,Receive MFG KD,F9900GU,,O-RING,,0,,40,ST,,67.60
2Q00,YIL,9002,Receive MFG KD,F9900GV,,O-RING,,0,,"2,009",ST,,9.77
2Q00,YIL,9002,Receive MFG KD,F9900GW,,O-RING,,0,,945,ST,,19.54
2Q00,YIL,9002,Receive MFG KD,F9900GX,,PLUG,,0,,229,ST,,361.66
2Q00,YIL,9002,Receive MFG KD,F9900GY,,PLUG,,0,,90,ST,,361.66
2Q00,YIL,9002,Receive MFG KD,F9900GZ,,CREW,,0,,"34,000",ST,,1.63
2Q00,YIL,9002,Receive MFG KD,F9900MK,,LABEL,,0,,40,ST,,17.92
2Q00,YIL,9002,Receive MFG KD,F9900RE,,TAG PLATE,,0,,"7,600",ST,,14.65
2Q00,YIL,9002,Receive MFG KD,F9900RF,,TAG PLATE,,0,,"5,200",ST,,14.65
2Q00,YIL,9002,Receive MFG KD,F9900RG,,TAPPING SCREW,,0,,"33,801",ST,,0.81
2Q00,YIL,9002,Receive MFG KD,F9900RH,,SCREW,,0,,"2,027",ST,,8.15
2Q00,YIL,9002,Receive MFG KD,F9900RJ,,BOLT,,0,,"8,400",ST,,5.70
